"STD_YYYY"|"RN_INST"|"INST_CLSFC_CD"|"SGG_INST"|"DISP_SUBJ_TYPE"|"CNT_DR_TOT"|"CNT_NRS_TOT"|"CNT_BED_INP"|"CNT_BED_OP"|"CNT_BED_ER"
2006|103084|5|11560||1|0|0|0|0
2006|417053|5|11560||1|0|0|0|0
2006|651620|5|11560||1|0|0|0|0
2006|515888|5|41135||1|0|0|0|0
2006|113526|5|41135||1|0|0|0|0
2006|681983|5|41135||1|0|0|0|0
2006|605084|5|41135||1|0|0|0|0
2006|993217|5|11620||1|0|0|0|0
2006|989953|5|11620||1|0|0|0|0
2006|347669|5|11620||1|0|0|0|0
2006|965535|5|11620||1|0|0|0|0
2006|663112|5|11620||1|0|0|0|0
2006|324734|5|11620||1|0|0|0|0
2006|955866|5|11620||1|0|0|0|0
2006|101442|5|11740||1|0|0|0|0
2006|392732|5|11740||1|0|0|0|0
2006|968274|5|11740||1|0|0|0|0
2006|925612|5|11740||1|0|0|0|0
2006|739060|5|11740||1|0|0|0|0
2006|853704|5|11740||1|0|0|0|0
2006|382242|5|11350||1|0|0|0|0
2006|485644|5|11350||1|0|0|0|0
2006|322535|5|11350||1|0|0|0|0
2006|324075|5|11350||1|0|0|0|0
2006|714781|5|11350||1|0|0|0|0
2006|705625|5|11350||1|0|0|0|0
2006|292493|5|11350||1|0|0|0|0
2006|926675|5|11350||1|0|0|0|0
2006|684228|5|11110||1|0|0|0|0
2006|692656|5|11110||1|0|0|0|0
2006|958968|5|11110||1|0|0|0|0
2006|823870|5|11110||1|0|0|0|0
2006|965051|5|11110||1|0|0|0|0
2006|860668|5|11110||1|0|0|0|0
2006|516462|5|11500||1|0|0|0|0
2006|695223|5|11500||1|0|0|0|0
2006|384587|5|11500||1|0|0|0|0
2006|163811|5|11500||1|0|0|0|0
2006|857549|5|11500||1|0|0|0|0
2006|682037|5|11500||1|0|0|0|0
2006|152695|5|11500||1|0|0|0|0
2006|547361|5|11500||1|0|0|0|0
2006|443141|5|30170||1|0|0|0|0
2006|341786|5|30170||1|0|0|0|0
2006|562398|5|30170||1|0|0|0|0
2006|313894|5|30170||1|0|0|0|0
2006|484300|5|30170||1|0|0|0|0
2006|778073|5|30170||1|0|0|0|0
2006|518771|5|30170||1|0|0|0|0
2006|253562|5|30170||1|0|0|0|0
2006|966936|5|30170||1|0|0|0|0
2006|409816|5|30170||1|0|0|0|0
2006|655415|5|30170||1|0|0|0|0
2006|417137|5|30170||1|0|0|0|0
2006|211481|5|11470||1|0|0|0|0
2006|885550|5|11470||1|0|0|0|0
2006|540520|5|11470||1|0|0|0|0
2006|669815|5|11470||1|0|0|0|0
2006|362944|5|11440||1|0|0|0|0
2006|707733|5|11440||1|0|0|0|0
2006|454203|5|11440||1|0|0|0|0
2006|755474|5|11440||1|0|0|0|0
2006|320741|5|11440||1|0|0|0|0
2006|560474|5|11590||1|0|0|0|0
2006|842167|5|11590||1|0|0|0|0
2006|366269|5|11590||1|0|0|0|0
2006|335307|5|11590||1|0|0|0|0
2006|289637|5|11590||1|0|0|0|0
2006|396811|5|11590||1|0|0|0|0
2006|352641|5|11590||1|0|0|0|0
2006|215700|5|11590||1|0|0|0|0
2006|587577|5|11590||1|0|0|0|0
2006|822644|5|11590||1|0|0|0|0
2006|943410|5|11590||1|0|0|0|0
2006|191000|5|11590||1|0|0|0|0
2006|308975|5|29170||1|0|0|0|0
2006|660331|5|29170||1|0|0|0|0
2006|961590|5|29170||1|0|0|0|0
2006|666369|5|29170||1|0|0|0|0
2006|348426|5|29170||1|0|0|0|0
2006|613278|5|29170||1|0|0|0|0
2006|112474|5|29170||1|0|0|0|0
2006|840162|5|29170||1|0|0|0|0
2006|678094|5|29170||1|0|0|0|0
2006|194522|5|29170||1|0|0|0|0
2006|326168|5|29170||1|0|0|0|0
2006|481229|5|27290||1|0|0|0|0
2006|980516|5|28237||1|0|0|0|0
2006|463262|5|27290||1|0|0|0|0
2006|411836|5|28237||1|0|0|0|0
2006|570427|5|27290||1|0|0|0|0
2006|238590|5|27290||1|0|0|0|0
2006|675540|5|27290||1|0|0|0|0
2006|555920|5|27290||1|0|0|0|0
2006|608907|5|27290||1|0|0|0|0
2006|135028|5|27290||1|0|0|0|0
2006|423183|5|28237||1|0|0|0|0
2006|220764|5|28237||1|0|0|0|0
2006|597641|5|28237||1|0|0|0|0
2006|630876|5|28237||1|0|0|0|0
2006|325279|5|28237||1|0|0|0|0
2006|375882|5|28237||1|0|0|0|0
2006|335453|5|28237||1|0|0|0|0
2006|414255|5|28237||1|0|0|0|0
2006|822333|5|11290||1|0|0|0|0
2006|669059|5|11290||1|0|0|0|0
2006|238688|5|11290||1|0|0|0|0
2006|936837|5|11290||1|0|0|0|0
2006|235100|5|11290||1|0|0|0|0
2006|471352|5|11290||1|0|0|0|0
2006|987552|5|11290||1|0|0|0|0
2006|643156|5|11290||1|0|0|0|0
2006|197710|5|11290||1|0|0|0|0
2006|562308|5|11290||1|0|0|0|0
2006|726039|5|11290||1|0|0|0|0
2006|193852|5|11290||1|0|0|0|0
2006|283215|5|11530||1|0|0|0|0
2006|814149|5|11530||1|0|0|0|0
2006|198458|5|11530||1|0|0|0|0
2006|738945|5|11530||1|0|0|0|0
2006|696377|5|11530||1|0|0|0|0
2006|527275|5|11530||1|0|0|0|0
2006|496657|5|27260||1|0|0|0|0
2006|142409|5|27260||1|0|0|0|0
2006|297189|5|27260||1|0|0|0|0
2006|588960|5|27260||1|0|0|0|0
2006|352670|5|41195||1|0|0|0|0
2006|206499|5|41195||1|0|0|0|0
2006|938179|5|41195||1|0|0|0|0
2006|426890|5|41195||1|0|0|0|0
2006|985503|5|11215||1|0|0|0|0
2006|869083|5|11215||1|0|0|0|0
2006|274860|5|11215||1|0|0|0|0
2006|324999|5|11260||1|0|0|0|0
2006|102581|5|11260||1|0|0|0|0
2006|956648|5|11260||1|0|0|0|0
2006|291388|5|11260||1|0|0|0|0
2006|129050|5|11260||1|0|0|0|0
2006|945895|5|11260||1|0|0|0|0
2006|350869|5|11260||1|0|0|0|0
2006|414167|5|11260||1|0|0|0|0
2006|272458|5|11260||1|0|0|0|0
2006|795345|5|11230||1|0|0|0|0
2006|202805|5|11230||1|0|0|0|0
2006|827194|5|11230||1|0|0|0|0
2006|795148|5|11230||1|0|0|0|0
2006|661064|5|11230||1|0|0|0|0
2006|561663|5|11230||1|0|0|0|0
2006|921800|5|11230||1|0|0|0|0
2006|679129|5|11230||1|0|0|0|0
2006|377653|5|11230||1|0|0|0|0
2006|889091|5|11230||1|0|0|0|0
2006|212213|5|11230||1|0|0|0|0
2006|621465|5|11380||1|0|0|0|0
2006|223856|5|11380||1|0|0|0|0
2006|719053|5|11380||1|0|0|0|0
2006|450348|5|11380||1|0|0|0|0
2006|502550|5|11380||1|0|0|0|0
2006|749571|5|11380||1|0|0|0|0
2006|607208|5|11380||1|0|0|0|0
2006|834159|5|11380||1|0|0|0|0
2006|615534|5|11380||1|0|0|0|0
2006|370310|5|26230||1|0|0|0|0
2006|497557|5|26230||1|0|0|0|0
2006|307681|5|26230||1|0|0|0|0
2006|443315|5|26230||1|0|0|0|0
2006|718799|5|26230||1|0|0|0|0
2006|382483|5|26230||1|0|0|0|0
2006|635556|5|26230||1|0|0|0|0
2006|822019|5|26230||1|0|0|0|0
2006|743457|5|26230||1|0|0|0|0
2006|747548|5|26230||1|0|0|0|0
2006|212810|5|27230||1|0|0|0|0
2006|595998|5|27230||1|0|0|0|0
2006|297970|5|27230||1|0|0|0|0
2006|653848|5|27230||1|0|0|0|0
2006|529955|5|27230||1|0|0|0|0
2006|225343|5|27230||1|0|0|0|0
2006|448354|5|27230||1|0|0|0|0
2006|856210|5|27230||1|0|0|0|0
2006|254401|5|27230||1|0|0|0|0
2006|510044|5|27230||1|0|0|0|0
2006|591207|5|27230||1|0|0|0|0
2006|477232|5|27230||1|0|0|0|0
2006|610553|5|27230||1|0|0|0|0
2006|786062|5|11410||1|0|0|0|0
2006|666956|5|27230||1|0|0|0|0
2006|617337|5|27230||1|0|0|0|0
2006|598750|5|11410||1|0|0|0|0
2006|798989|5|11410||1|0|0|0|0
2006|861189|5|27230||1|0|0|0|0
2006|571394|5|27230||1|0|0|0|0
2006|627888|5|27230||1|0|0|0|0
2006|644015|5|11410||1|0|0|0|0
2006|887014|5|11410||1|0|0|0|0
2006|201931|5|11410||1|0|0|0|0
2006|764715|5|31140||1|0|0|0|0
2006|603504|5|31140||1|0|0|0|0
2006|415195|5|31140||1|0|0|0|0
2006|101823|5|31140||1|0|0|0|0
2006|721538|5|31140||1|0|0|0|0
2006|919123|5|31140||1|0|0|0|0
2006|602788|5|31140||1|0|0|0|0
2006|409357|5|31140||1|0|0|0|0
2006|982278|5|31140||1|0|0|0|0
2006|162568|5|31140||1|0|0|0|0
2006|411019|5|31140||1|0|0|0|0
2006|277452|5|31140||1|0|0|0|0
2006|347292|5|31140||1|0|0|0|0
2006|328759|5|31140||1|0|0|0|0
2006|156000|5|41173||1|0|0|0|0
2006|344208|5|41173||1|0|0|0|0
2006|379647|5|41173||1|0|0|0|0
2006|157087|5|41173||1|0|0|0|0
2006|914982|5|41173||1|0|0|0|0
2006|462670|5|41173||1|0|0|0|0
2006|532617|5|41150||1|0|0|0|0
2006|315550|5|41150||1|0|0|0|0
2006|493231|5|11200||1|0|0|0|0
2006|498507|5|11200||1|0|0|0|0
2006|113580|5|11200||1|0|0|0|0
2006|942801|5|11200||1|0|0|0|0
2006|150302|5|41360||1|0|0|0|0
2006|132340|5|41360||1|0|0|0|0
2006|505997|5|41360||1|0|0|0|0
2006|508008|5|41360||1|0|0|0|0
2006|643469|5|41360||1|0|0|0|0
2006|630520|5|26350||1|0|0|0|0
2006|596114|5|26350||1|0|0|0|0
2006|792313|5|41360||1|0|0|0|0
2006|960974|5|26350||1|0|0|0|0
2006|722011|5|26350||1|0|0|0|0
2006|696177|5|45111||1|0|0|0|0
2006|183158|5|45111||1|0|0|0|0
2006|380613|5|26350||1|0|0|0|0
2006|190447|5|26350||1|0|0|0|0
2006|204823|5|45111||1|0|0|0|0
2006|508595|5|29140||1|0|0|0|0
2006|139333|5|45111||1|0|0|0|0
2006|350756|5|45111||1|0|0|0|0
2006|382537|5|45111||1|0|0|0|0
2006|102184|5|45111||1|0|0|0|0
2006|911106|5|45111||1|0|0|0|0
2006|867425|5|29140||1|0|0|0|0
2006|477333|5|29140||1|0|0|0|0
2006|972519|5|29140||1|0|0|0|0
2006|675848|5|29140||1|0|0|0|0
2006|925023|5|29140||1|0|0|0|0
2006|733151|5|29140||1|0|0|0|0
2006|302322|5|29140||1|0|0|0|0
2006|980399|5|28200||1|0|0|0|0
2006|225909|5|28200||1|0|0|0|0
2006|250136|5|28200||1|0|0|0|0
2006|467791|5|28200||1|0|0|0|0
2006|298550|5|28200||1|0|0|0|0
2006|152553|5|28200||1|0|0|0|0
2006|239226|5|28170||1|0|0|0|0
2006|614507|5|28170||1|0|0|0|0
2006|392122|5|28170||1|0|0|0|0
2006|687129|5|28170||1|0|0|0|0
2006|204587|5|28170||1|0|0|0|0
2006|303854|5|28170||1|0|0|0|0
2006|317978|5|11305||1|0|0|0|0
2006|347091|5|11305||1|0|0|0|0
2006|717961|5|11170||1|0|0|0|0
2006|746871|5|26260||1|0|0|0|0
2006|262584|5|26260||1|0|0|0|0
2006|236119|5|26260||1|0|0|0|0
2006|796202|5|26260||1|0|0|0|0
2006|138210|5|48250||1|0|0|0|0
2006|925128|5|48250||1|0|0|0|0
2006|136114|5|48250||1|0|0|0|0
2006|581905|5|48250||1|0|0|0|0
2006|802410|5|11320||1|0|0|0|0
2006|653288|5|11320||1|0|0|0|0
2006|992048|5|11320||1|0|0|0|0
2006|165249|5|48250||1|0|0|0|0
2006|103935|5|48250||1|0|0|0|0
2006|595109|5|48250||1|0|0|0|0
2006|932974|5|11320||1|0|0|0|0
2006|630481|5|11320||1|0|0|0|0
2006|653447|5|11320||1|0|0|0|0
2006|729181|5|41590||1|0|0|0|0
2006|759808|5|11320||1|0|0|0|0
2006|229772|5|41590||1|0|0|0|0
2006|583738|5|11320||1|0|0|0|0
2006|706952|5|30140||1|0|0|0|0
2006|448978|5|41590||1|0|0|0|0
2006|978011|5|30140||1|0|0|0|0
2006|325882|5|30140||1|0|0|0|0
2006|648188|5|30140||1|0|0|0|0
2006|539528|5|30140||1|0|0|0|0
2006|573497|5|11545||1|0|0|0|0
2006|501993|5|11545||1|0|0|0|0
2006|313741|5|30140||1|0|0|0|0
2006|504691|5|30140||1|0|0|0|0
2006|235425|5|30140||1|0|0|0|0
2006|595464|5|30140||1|0|0|0|0
2006|316367|5|48170||1|0|0|0|0
2006|441867|5|11545||1|0|0|0|0
2006|817950|5|11545||1|0|0|0|0
2006|334744|5|11545||1|0|0|0|0
2006|749800|5|48170||1|0|0|0|0
2006|491616|5|11545||1|0|0|0|0
2006|425511|5|41115||1|0|0|0|0
2006|623805|5|48170||1|0|0|0|0
2006|172734|5|48170||1|0|0|0|0
2006|713171|5|48170||1|0|0|0|0
2006|786750|5|48170||1|0|0|0|0
2006|641904|5|48170||1|0|0|0|0
2006|824177|5|41115||1|0|0|0|0
2006|443261|5|41210||1|0|0|0|0
2006|907332|5|41210||1|0|0|0|0
2006|122144|5|43113||1|0|0|0|0
2006|321418|5|43113||1|0|0|0|0
2006|673889|5|26380||1|0|0|0|0
2006|649568|5|26380||1|0|0|0|0
2006|463140|5|26380||1|0|0|0|0
2006|375486|5|43113||1|0|0|0|0
2006|644402|5|28245||1|0|0|0|0
2006|491749|5|28245||1|0|0|0|0
2006|379758|5|28245||1|0|0|0|0
2006|730520|5|26380||1|0|0|0|0
2006|900264|5|28245||1|0|0|0|0
2006|246135|5|28245||1|0|0|0|0
2006|758686|5|28245||1|0|0|0|0
2006|130504|5|41220||1|0|0|0|0
2006|771534|5|41220||1|0|0|0|0
2006|351143|5|28245||1|0|0|0|0
2006|909166|5|41220||1|0|0|0|0
2006|203737|5|41220||1|0|0|0|0
2006|362815|5|41220||1|0|0|0|0
2006|278574|5|28245||1|0|0|0|0
2006|469077|5|47190||1|0|0|0|0
2006|687272|5|47190||1|0|0|0|0
2006|270679|5|47190||1|0|0|0|0
2006|904836|5|47190||1|0|0|0|0
2006|700676|5|47190||1|0|0|0|0
2006|192091|5|41220||1|0|0|0|0
2006|977187|5|47190||1|0|0|0|0
2006|670533|5|47190||1|0|0|0|0
2006|382110|5|41273||1|0|0|0|0
2006|713070|5|41273||1|0|0|0|0
2006|875906|5|41273||1|0|0|0|0
2006|960916|5|41273||1|0|0|0|0
2006|442523|5|28260||1|0|0|0|0
2006|541979|5|41273||1|0|0|0|0
2006|559978|5|28260||1|0|0|0|0
2006|442208|5|28260||1|0|0|0|0
2006|813671|5|28260||1|0|0|0|0
2006|415366|5|28260||1|0|0|0|0
2006|499453|5|28260||1|0|0|0|0
2006|797993|5|28260||1|0|0|0|0
2006|633608|5|41390||1|0|0|0|0
2006|808182|5|41390||1|0|0|0|0
2006|304791|5|41390||1|0|0|0|0
2006|569719|5|41390||1|0|0|0|0
2006|268125|5|41281||1|0|0|0|0
2006|135437|5|41281||1|0|0|0|0
2006|545759|5|41281||1|0|0|0|0
2006|627510|5|41281||1|0|0|0|0
2006|976527|5|41281||1|0|0|0|0
2006|976362|5|41390||1|0|0|0|0
2006|941285|5|41281||1|0|0|0|0
2006|843684|5|41281||1|0|0|0|0
2006|571064|5|26410||1|0|0|0|0
2006|295203|5|26410||1|0|0|0|0
2006|580978|5|26410||1|0|0|0|0
2006|667864|5|26410||1|0|0|0|0
2006|670968|5|26410||1|0|0|0|0
2006|489914|5|45140||1|0|0|0|0
2006|284944|5|26410||1|0|0|0|0
2006|578591|5|45140||1|0|0|0|0
2006|136253|5|45140||1|0|0|0|0
2006|965329|5|26410||1|0|0|0|0
2006|374976|5|27140||1|0|0|0|0
2006|193395|5|45140||1|0|0|0|0
2006|105949|5|45140||1|0|0|0|0
2006|791679|5|45140||1|0|0|0|0
2006|205465|5|27140||1|0|0|0|0
2006|237701|5|27140||1|0|0|0|0
2006|576758|5|29200||1|0|0|0|0
2006|354964|5|29200||1|0|0|0|0
2006|753622|5|27140||1|0|0|0|0
2006|127110|5|27140||1|0|0|0|0
2006|270715|5|27140||1|0|0|0|0
2006|473558|5|27140||1|0|0|0|0
2006|740701|5|27140||1|0|0|0|0
2006|811314|5|27140||1|0|0|0|0
2006|556618|5|41111||1|0|0|0|0
2006|799466|5|41111||1|0|0|0|0
2006|406565|5|41133||1|0|0|0|0
2006|904138|5|41133||1|0|0|0|0
2006|406700|5|41133||1|0|0|0|0
2006|527735|5|41111||1|0|0|0|0
2006|304353|5|41111||1|0|0|0|0
2006|705245|5|41133||1|0|0|0|0
2006|143138|5|41111||1|0|0|0|0
2006|753352|5|41133||1|0|0|0|0
2006|938528|5|41131||1|0|0|0|0
2006|662581|5|41131||1|0|0|0|0
2006|784737|5|41131||1|0|0|0|0
2006|698354|5|41131||1|0|0|0|0
2006|408034|5|41133||1|0|0|0|0
2006|232810|5|41131||1|0|0|0|0
2006|718836|5|48110||1|0|0|0|0
2006|396511|5|48110||1|0|0|0|0
2006|399663|5|48110||1|0|0|0|0
2006|242881|5|48110||1|0|0|0|0
2006|421847|5|48110||1|0|0|0|0
2006|169186|5|48110||1|0|0|0|0
2006|259336|5|26470||1|0|0|0|0
2006|169006|5|48110||1|0|0|0|0
2006|646942|5|48110||1|0|0|0|0
2006|180958|5|26470||1|0|0|0|0
2006|181101|5|48110||1|0|0|0|0
2006|639739|5|26470||1|0|0|0|0
2006|660315|5|26470||1|0|0|0|0
2006|673819|5|26470||1|0|0|0|0
2006|794079|5|26470||1|0|0|0|0
2006|645953|5|26470||1|0|0|0|0
2006|282443|5|26470||1|0|0|0|0
2006|285722|5|26290||1|0|0|0|0
2006|982638|5|26290||1|0|0|0|0
2006|300141|5|26290||1|0|0|0|0
2006|236123|5|26290||1|0|0|0|0
2006|462166|5|27110||1|0|0|0|0
2006|354559|5|27110||1|0|0|0|0
2006|746496|5|45113||1|0|0|0|0
2006|536897|5|45113||1|0|0|0|0
2006|182387|5|45113||1|0|0|0|0
2006|793851|5|45113||1|0|0|0|0
2006|987082|5|42130||1|0|0|0|0
2006|283931|5|42130||1|0|0|0|0
2006|486212|5|41113||1|0|0|0|0
2006|842441|5|42130||1|0|0|0|0
2006|387781|5|41113||1|0|0|0|0
2006|757841|5|42130||1|0|0|0|0
2006|802716|5|42130||1|0|0|0|0
2006|879833|5|42130||1|0|0|0|0
2006|297199|5|41410||1|0|0|0|0
2006|738458|5|41113||1|0|0|0|0
2006|889257|5|41410||1|0|0|0|0
2006|726840|5|41113||1|0|0|0|0
2006|491068|5|41113||1|0|0|0|0
2006|629490|5|41410||1|0|0|0|0
2006|885770|5|41410||1|0|0|0|0
2006|972283|5|48160||1|0|0|0|0
2006|612983|5|48160||1|0|0|0|0
2006|573910|5|48160||1|0|0|0|0
2006|235675|5|48160||1|0|0|0|0
2006|407025|5|41410||1|0|0|0|0
2006|888347|5|48160||1|0|0|0|0
2006|369663|5|41465||1|0|0|0|0
2006|354091|5|48160||1|0|0|0|0
2006|324404|5|41465||1|0|0|0|0
2006|996093|5|41465||1|0|0|0|0
2006|345074|5|41465||1|0|0|0|0
2006|104165|5|29155||1|0|0|0|0
2006|230599|5|41465||1|0|0|0|0
2006|365074|5|29155||1|0|0|0|0
2006|943215|5|41463||1|0|0|0|0
2006|425513|5|26320||1|0|0|0|0
2006|977242|5|26320||1|0|0|0|0
2006|433138|5|41463||1|0|0|0|0
2006|157327|5|26320||1|0|0|0|0
2006|708985|5|41271||1|0|0|0|0
2006|125489|5|41271||1|0|0|0|0
2006|662490|5|41271||1|0|0|0|0
2006|529256|5|43111||1|0|0|0|0
2006|328595|5|26500||1|0|0|0|0
2006|502989|5|43111||1|0|0|0|0
2006|506536|5|43111||1|0|0|0|0
2006|671911|5|26500||1|0|0|0|0
2006|352111|5|43111||1|0|0|0|0
2006|489607|5|43111||1|0|0|0|0
2006|798891|5|26500||1|0|0|0|0
2006|114074|5|26500||1|0|0|0|0
2006|667461|5|30200||1|0|0|0|0
2006|895487|5|30200||1|0|0|0|0
2006|828911|5|41117||1|0|0|0|0
2006|884068|5|30200||1|0|0|0|0
2006|248236|5|41117||1|0|0|0|0
2006|678739|5|41117||1|0|0|0|0
2006|682221|5|41117||1|0|0|0|0
2006|979409|5|41117||1|0|0|0|0
2006|363993|5|30200||1|0|0|0|0
2006|285253|5|42110||1|0|0|0|0
2006|169547|5|42110||1|0|0|0|0
2006|528159|5|42110||1|0|0|0|0
2006|189117|5|30200||1|0|0|0|0
2006|433401|5|30200||1|0|0|0|0
2006|389905|5|42110||1|0|0|0|0
2006|981382|5|42110||1|0|0|0|0
2006|646651|5|47113||1|0|0|0|0
2006|411976|5|47113||1|0|0|0|0
2006|694200|5|47113||1|0|0|0|0
2006|682717|5|47113||1|0|0|0|0
2006|131132|5|42110||1|0|0|0|0
2006|868047|5|42110||1|0|0|0|0
2006|479825|5|47113||1|0|0|0|0
2006|934739|5|47113||1|0|0|0|0
2006|620147|5|42110||1|0|0|0|0
2006|923992|5|47113||1|0|0|0|0
2006|930169|5|47113||1|0|0|0|0
2006|752365|5|41310||1|0|0|0|0
2006|878968|5|41310||1|0|0|0|0
2006|482367|5|31110||1|0|0|0|0
2006|905984|5|41310||1|0|0|0|0
2006|998562|5|41310||1|0|0|0|0
2006|189871|5|41310||1|0|0|0|0
2006|528809|5|41310||1|0|0|0|0
2006|189870|5|45130||1|0|0|0|0
2006|433314|5|45130||1|0|0|0|0
2006|622295|5|45130||1|0|0|0|0
2006|896258|5|45130||1|0|0|0|0
2006|966091|5|31110||1|0|0|0|0
2006|938993|5|45130||1|0|0|0|0
2006|550423|5|45130||1|0|0|0|0
2006|587970|5|45130||1|0|0|0|0
2006|106756|5|45130||1|0|0|0|0
2006|393425|5|41285||1|0|0|0|0
2006|895574|5|41480||1|0|0|0|0
2006|292851|5|41480||1|0|0|0|0
2006|136429|5|41285||1|0|0|0|0
2006|547142|5|45130||1|0|0|0|0
2006|276794|5|41480||1|0|0|0|0
2006|240661|5|41480||1|0|0|0|0
2006|788878|5|41285||1|0|0|0|0
2006|749623|5|41480||1|0|0|0|0
2006|672849|5|41480||1|0|0|0|0
2006|925120|5|30110||1|0|0|0|0
2006|155703|5|30110||1|0|0|0|0
2006|906807|5|30110||1|0|0|0|0
2006|634133|5|30110||1|0|0|0|0
2006|108393|5|30110||1|0|0|0|0
2006|476364|5|30110||1|0|0|0|0
2006|588942|5|41285||1|0|0|0|0
2006|538279|5|41285||1|0|0|0|0
2006|902679|5|46130||1|0|0|0|0
2006|894424|5|46130||1|0|0|0|0
2006|741493|5|41570||1|0|0|0|0
2006|540566|5|46130||1|0|0|0|0
2006|571849|5|41570||1|0|0|0|0
2006|242487|5|41570||1|0|0|0|0
2006|511293|5|41570||1|0|0|0|0
2006|813911|5|46130||1|0|0|0|0
2006|546690|5|41287||1|0|0|0|0
2006|422066|5|46130||1|0|0|0|0
2006|164022|5|41287||1|0|0|0|0
2006|884569|5|46130||1|0|0|0|0
2006|970823|5|46130||1|0|0|0|0
2006|341334|5|27170||1|0|0|0|0
2006|207846|5|44130||1|0|0|0|0
2006|533520|5|41287||1|0|0|0|0
2006|877249|5|41287||1|0|0|0|0
2006|811914|5|44130||1|0|0|0|0
2006|780230|5|44130||1|0|0|0|0
2006|155205|5|44130||1|0|0|0|0
2006|711677|5|44130||1|0|0|0|0
2006|855350|5|41287||1|0|0|0|0
2006|431447|5|44130||1|0|0|0|0
2006|882657|5|44130||1|0|0|0|0
2006|834598|5|41287||1|0|0|0|0
2006|802334|5|41287||1|0|0|0|0
2006|966621|5|44130||1|0|0|0|0
2006|316851|5|41287||1|0|0|0|0
2006|324361|5|44130||1|0|0|0|0
2006|281205|5|29110||1|0|0|0|0
2006|673818|5|46150||1|0|0|0|0
2006|321562|5|41197||1|0|0|0|0
2006|798793|5|46150||1|0|0|0|0
2006|442914|5|26530||1|0|0|0|0
2006|551577|5|46150||1|0|0|0|0
2006|658654|5|46150||1|0|0|0|0
2006|609761|5|26530||1|0|0|0|0
2006|556099|5|26530||1|0|0|0|0
2006|977724|5|28185||1|0|0|0|0
2006|694376|5|28185||1|0|0|0|0
2006|641059|5|26530||1|0|0|0|0
2006|949265|5|26530||1|0|0|0|0
2006|428721|5|47290||1|0|0|0|0
2006|112159|5|48330||1|0|0|0|0
2006|647988|5|47290||1|0|0|0|0
2006|949530|5|47290||1|0|0|0|0
2006|974976|5|47290||1|0|0|0|0
2006|433714|5|47290||1|0|0|0|0
2006|953946|5|47290||1|0|0|0|0
2006|666460|5|48330||1|0|0|0|0
2006|861650|5|28185||1|0|0|0|0
2006|779148|5|47290||1|0|0|0|0
2006|838818|5|47130||1|0|0|0|0
2006|871298|5|47130||1|0|0|0|0
2006|180375|5|30230||1|0|0|0|0
2006|507581|5|47130||1|0|0|0|0
2006|817395|5|47130||1|0|0|0|0
2006|645165|5|46110||1|0|0|0|0
2006|351263|5|47130||1|0|0|0|0
2006|949394|5|46110||1|0|0|0|0
2006|517078|5|47130||1|0|0|0|0
2006|443955|5|46110||1|0|0|0|0
2006|401531|5|27200||1|0|0|0|0
2006|942986|5|41199||1|0|0|0|0
2006|561690|5|41199||1|0|0|0|0
2006|746794|5|41199||1|0|0|0|0
2006|836061|5|47111||1|0|0|0|0
2006|298322|5|47111||1|0|0|0|0
